Index	Moves	MoveID	CanUseMove	FType	FQuality	FCategory	FPower	FAccuracy	FPP	FPriority	FHitMin	FHitMax	FInflict	FInflictPercent	FRawInflictCount	FTurnMin	FTurnMax	FCritStage	FFlinch	FEffectSequence	FRecoil	FRawHealing	FRawTarget	FStat1	FStat2	FStat3	FStat1Stage	FStat2Stage	FStat3Stage	FStat1Percent	FStat2Percent	FStat3Percent	FStat1Duration	FStat2Duration	FStat3Duration	GigantamaxPower	Flag_MakesContact	Flag_Charge	Flag_Recharge	Flag_Protect	Flag_Reflectable	Flag_Snatch	Flag_Mirror	Flag_Punch	Flag_Sound	Flag_Gravity	Flag_Defrost	Flag_DistanceTriple	Flag_Heal	Flag_IgnoreSubstitute	Flag_FailSkyBattle	Flag_AnimateAlly	Flag_Dance	Flag_Metronome	SplinterModifier	Status_Fixated	Status_Obscured	Status_ObscuredDuration	Status_Primed	Status_PrimedDuration	Status_PrimedPercent	Status_StanceSwap	Status_StanceSwapDuration	Status_FutureCrit	Status_FutureCritDuration	Status_FutureCritStage	Flag_CureDrowsy	Flag_CureFrostbite	DamagePercentStatused	CanStyle	ActSpeedModUser	ActSpeedModUserAgile	ActSpeedModUserStrong	ActSpeedModTarget	ActSpeedModTargetAgile	AgilePower	AgileRawHealing	AgileTurnMax	AgileEffectDuration	AgileStatChangeDuration	StrongPower	StrongAccuracy	StrongCritStage	StrongInflictPercent	StrongStat1Percent	StrongTurnMax	StrongEffectDuration	StrongStatChangeDuration	StrongRecoil	StrongRawHealing	StrongSplinterModifier	Type	Quality	Category	Power	Accuracy	PP	Priority	HitMin	HitMax	Inflict	InflictPercent	TurnMin	TurnMax	CritStage	Flinch	EffectSequence	Recoil	Stat1	Stat2	Stat3	Stat1Stage	Stat2Stage	Stat3Stage	Stat1Percent	Stat2Percent	Stat3Percent	InflictCount	Healing	Target
205	Rollout	205	True	5	0	1	40	90	20	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	1	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	30	0	0	0	0	50	100	0	0	0	0	0	0	0	0	0	5	0	1	40	90	20	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
206	False Swipe	206	True	0	0	1	40	100	30	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	30	0	0	0	0	50	100	0	0	0	0	0	0	0	0	0	0	0	1	40	100	30	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
207	Swagger	207	False	0	5	0	0	85	15	0	0	0	8	0	2	2	5	0	0	118	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	True	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	85	15	0	0	0	8	0	2	5	0	0	118	0	1	0	0	2	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
208	Milk Drink	208	False	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	32	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	101	10	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	None	50	Self
209	Spark	209	True	12	4	1	65	100	20	0	0	0	1	30	2	3	3	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	True	False	0	1	0	0	5	0	3	50	0	2	0	0	80	100	0	50	0	4	0	0	0	0	0	12	4	1	65	100	20	0	0	0	1	30	3	3	0	0	501	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
210	Fury Cutter	210	False	6	0	1	40	95	20	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	40	95	20	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
211	Steel Wing	211	False	8	7	1	70	90	25	0	0	0	0	0	0	0	0	0	0	138	0	0	0	2	0	0	1	0	0	10	0	0	0	0	0	120	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	70	90	25	0	0	0	0	0	0	0	0	0	138	0	2	0	0	1	0	0	10	0	0	None	None	AnyExceptSelf
212	Mean Look	212	False	0	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	5	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
213	Attract	213	False	0	1	0	0	100	15	0	0	0	9	0	3	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	100	15	0	0	0	9	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	PermanentSwitch	None	AnyExceptSelf
214	Sleep Talk	214	False	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	97	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	None	None	Self
215	Heal Bell	215	False	0	13	0	0	101	5	0	0	0	0	0	0	0	0	0	0	102	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	True	False	False	True	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	5	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	None	None	AllAllies
216	Return	216	False	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
217	Present	217	False	0	0	1	1	90	15	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	90	15	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
218	Frustration	218	False	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	20	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
219	Safeguard	219	False	0	11	0	0	101	25	0	0	0	0	0	0	0	0	0	0	124	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	101	25	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	None	None	SideSelf
220	Pain Split	220	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
221	Sacred Fire	221	False	9	4	1	100	95	5	0	0	0	4	50	1	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	False	False	True	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	1	100	95	5	0	0	0	4	50	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	Permanent	None	AnyExceptSelf
222	Magnitude	222	False	4	0	1	1	100	30	0	0	0	0	0	0	0	0	0	0	126	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	True	False	False	True	False	False	False	False	False	False	False	True	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	100	30	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	None	None	AllAdjacent
223	Dynamic Punch	223	False	1	4	1	100	50	5	0	0	0	8	100	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	True	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	100	50	5	0	0	0	8	100	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	TurnCountSwitch	None	AnyExceptSelf
224	Megahorn	224	True	6	0	1	100	85	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	80	0	0	0	0	120	95	0	0	0	0	0	0	0	0	0	6	0	1	100	85	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
225	Dragon Breath	225	False	15	4	2	60	100	20	0	0	0	1	30	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	2	60	100	20	0	0	0	1	30	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	Permanent	None	AnyExceptSelf
226	Baton Pass	226	False	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	0	127	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	40	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	None	None	Self
227	Encore	227	False	0	13	0	0	100	5	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	100	5	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
228	Pursuit	228	False	16	0	1	40	100	20	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	40	100	20	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
229	Rapid Spin	229	False	0	7	1	50	100	40	0	0	0	0	0	0	0	0	0	0	129	0	0	0	5	0	0	1	0	0	100	0	0	0	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	50	100	40	0	0	0	0	0	0	0	0	0	129	0	5	0	0	1	0	0	100	0	0	None	None	AnyExceptSelf
230	Sweet Scent	230	False	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	0	24	0	0	5	7	0	0	-2	0	0	0	0	0	0	0	0	0	False	False	False	True	True	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	100	20	0	0	0	0	0	0	0	0	0	24	0	7	0	0	-2	0	0	0	0	0	None	None	AllAdjacentOpponents
231	Iron Tail	231	True	8	6	1	100	75	5	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	-1	0	0	20	0	0	3	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	80	0	0	0	2	120	90	0	0	40	0	0	4	0	0	0	8	6	1	100	75	5	0	0	0	0	0	0	0	0	0	69	0	2	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
232	Metal Claw	232	False	8	7	1	50	95	35	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1	0	0	1	0	0	10	0	0	0	0	0	100	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	1	50	95	35	0	0	0	0	0	0	0	0	0	139	0	1	0	0	1	0	0	10	0	0	None	None	AnyExceptSelf
233	Vital Throw	233	False	1	0	1	70	101	10	-1	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	70	101	10	-1	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
234	Morning Sun	234	False	0	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	101	5	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	None	50	Self
235	Synthesis	235	False	11	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	101	5	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	None	50	Self
236	Moonlight	236	False	17	3	0	0	101	5	0	0	0	0	0	0	0	0	0	0	132	0	50	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	101	5	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	None	50	Self
237	Hidden Power	237	True	0	0	2	50	100	15	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	30	0	0	0	0	70	100	0	0	0	0	0	0	0	0	0	0	0	2	50	100	15	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
238	Cross Chop	238	False	1	0	1	100	80	5	0	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	100	80	5	0	0	0	0	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
239	Twister	239	True	15	0	2	40	100	25	0	0	0	0	0	0	0	0	0	20	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	3	5	30	0	0	0	0	50	100	0	0	0	0	0	0	0	0	0	15	0	2	40	100	25	0	0	0	0	0	0	0	0	20	146	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
240	Rain Dance	240	False	10	10	0	0	101	5	0	0	0	0	0	0	0	0	0	0	136	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	0	0	101	5	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	None	None	SideAll
241	Sunny Day	241	False	9	10	0	0	101	5	0	0	0	0	0	0	0	0	0	0	137	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	10	0	0	101	5	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	None	None	SideAll
242	Crunch	242	True	16	6	1	80	100	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	-1	0	0	20	0	0	3	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	16	6	1	80	100	10	0	0	0	0	0	0	0	0	0	69	0	2	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
243	Mirror Coat	243	False	13	0	2	1	100	20	-5	0	0	0	0	0	0	0	0	0	144	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	1	100	20	-5	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	None	None	Counter
244	Psych Up	244	False	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
245	Extreme Speed	245	False	0	0	1	80	100	5	2	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	80	100	5	2	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
246	Ancient Power	246	True	5	7	2	60	100	15	0	0	0	0	0	0	0	0	0	0	140	0	0	0	8	0	0	1	0	0	20	0	0	3	0	0	110	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	45	0	0	0	2	75	100	0	0	40	0	0	4	0	0	0	5	7	2	60	100	15	0	0	0	0	0	0	0	0	0	140	0	8	0	0	1	0	0	20	0	0	None	None	AnyExceptSelf
247	Shadow Ball	247	True	7	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	72	0	0	0	4	0	0	-1	0	0	20	0	0	3	0	0	130	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	60	0	0	0	2	100	100	0	0	40	0	0	4	0	0	0	7	6	2	80	100	10	0	0	0	0	0	0	0	0	0	72	0	4	0	0	-1	0	0	20	0	0	None	None	AnyExceptSelf
248	Future Sight	248	False	13	13	2	120	100	10	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	2	120	100	10	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
249	Rock Smash	249	True	1	6	1	40	100	20	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	-1	0	0	50	0	0	3	0	0	70	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	1	0	0	5	0	3	30	0	0	0	2	50	100	0	0	100	0	0	4	0	0	0	1	6	1	40	100	20	0	0	0	0	0	0	0	0	0	69	0	2	0	0	-1	0	0	50	0	0	None	None	AnyExceptSelf
250	Whirlpool	250	False	10	4	2	35	85	15	0	0	0	10	100	4	5	6	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4	2	35	85	15	0	0	0	10	100	5	6	0	0	261	0	0	0	0	0	0	0	0	0	0	TurnCountNoSwitch	None	AnyExceptSelf
251	Beat Up	251	False	16	0	1	1	100	10	0	6	6	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	True	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1	1	100	10	0	6	6	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
252	Fake Out	252	False	0	0	1	40	100	10	3	0	0	0	0	0	0	0	0	100	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	True	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	100	10	3	0	0	0	0	0	0	0	100	158	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
253	Uproar	253	False	0	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	159	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	130	False	False	False	True	False	False	True	False	True	False	False	False	False	True	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	90	100	10	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	None	None	RandomOpponent
254	Stockpile	254	False	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	160	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	101	20	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	None	None	Self
255	Spit Up	255	False	0	0	2	1	100	10	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	100	10	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	None	None	AnyExceptSelf
