valid_flag	id	monsno	form_index	form_max	color	gra_no	basic_hp	basic_atk	basic_def	basic_agi	basic_spatk	basic_spdef	type1	type2	get_rate	rank	exp_value	item1	item2	item3	sex	egg_birth	initial_friendship	egg_group1	egg_group2	grow	tokusei1	tokusei2	tokusei3	give_exp	height	weight	chihou_zukan_no	machine1	machine2	machine3	machine4	hiden_machine	egg_monsno	egg_formno	egg_formno_kawarazunoishi	egg_form_inherit_kawarazunoishi
1	144	144	0	1	1	144	90	85	100	85	95	125	14	2	3	3	3072	0	0	0	255	80	35	15	15	5	46	46	81	290	170	554	0	2147710036	33835665	599916680	3	0	144	0	0	0
1	145	145	0	1	2	145	90	90	85	100	125	90	12	2	3	3	768	0	0	0	255	80	35	15	15	5	46	46	9	290	160	526	0	2172896336	50613906	599916840	3	0	145	0	0	0
1	146	146	0	1	2	146	90	100	90	90	125	85	9	2	3	3	768	0	0	0	255	80	35	15	15	5	46	46	49	290	200	600	0	2150319120	302402228	599916552	3	0	146	0	0	0
1	147	147	0	1	1	147	41	64	45	50	50	50	15	15	45	1	4	0	235	0	127	40	35	2	14	5	61	61	63	60	180	33	0	2177627204	100669990	1111621896	4	8	147	0	0	0
1	148	148	0	1	1	148	61	84	65	70	70	70	15	15	45	2	8	0	235	0	127	40	35	2	14	5	61	61	63	147	400	165	0	2177627204	100669990	1111621896	4	8	147	0	0	0
1	149	149	0	1	5	149	91	134	95	80	100	100	15	2	45	3	12	0	235	0	127	40	35	2	14	5	39	39	136	300	220	2100	0	3284923479	109861622	4064706888	7	8	147	0	0	0
1	150	150	0	1	6	150	106	110	90	130	154	90	13	13	3	3	768	0	0	0	255	120	0	15	15	5	46	46	127	340	200	1220	0	4159438029	1536723959	2323550700	10	0	150	0	0	0
1	151	151	0	1	9	151	100	100	100	100	100	100	13	13	45	3	3	157	157	0	255	120	100	15	15	3	28	28	28	300	40	40	0	4294967295	4294967295	4294967295	15	0	151	0	0	0
1	152	152	0	1	3	152	45	49	65	45	49	65	11	11	45	1	1024	0	0	0	31	20	50	1	7	3	65	65	102	64	90	64	0	2154661632	34609665	308413472	0	0	152	0	0	0
1	153	153	0	1	3	153	60	62	80	60	63	80	11	11	45	2	1040	0	0	0	31	20	50	1	7	3	65	65	102	142	120	158	0	2154661632	34609665	2455897120	2	0	152	0	0	0
1	154	154	0	1	3	154	80	82	100	80	83	100	11	11	45	3	2064	0	0	0	31	20	50	1	7	3	65	65	102	263	180	1005	0	2188232448	34609665	2456159272	10	1	152	0	0	0
1	155	155	0	1	2	155	39	52	43	65	60	50	9	9	45	1	64	0	0	0	31	20	50	5	5	3	66	66	18	62	50	79	0	2281768448	302127780	306315264	0	0	155	0	0	0
1	156	156	0	1	2	156	58	64	58	80	80	65	9	9	45	2	320	0	0	0	31	20	50	5	5	3	66	66	18	142	90	190	0	3355510289	302127780	2453798912	2	0	155	0	0	0
1	157	157	0	1	2	157	78	84	78	100	109	85	9	9	45	3	768	0	0	0	31	20	50	5	5	3	66	66	18	267	170	795	0	3391178257	311040740	2454094345	10	2	155	0	0	0
1	158	158	0	1	1	158	50	65	64	43	44	48	10	10	45	1	4	0	0	0	31	20	50	1	2	3	67	67	125	63	60	95	0	3359846983	42015424	1380090881	4	0	158	0	0	0
1	159	159	0	1	1	159	65	80	80	58	59	63	10	10	45	2	20	0	0	0	31	20	50	1	2	3	67	67	125	142	110	250	0	3359846999	42015424	3527574529	6	0	158	0	0	0
1	160	160	0	1	1	160	85	105	100	78	79	83	10	10	45	3	24	0	0	0	31	20	50	1	2	3	67	67	125	265	230	888	0	3393417815	109648576	3527836809	14	4	158	0	0	0
1	161	161	0	1	5	161	35	46	34	20	35	45	0	0	255	1	4	0	0	0	127	15	50	5	5	0	50	51	119	43	80	60	0	3907204613	58735110	1398931457	0	0	161	0	0	0
1	162	162	0	1	5	162	85	76	64	90	45	55	0	0	90	2	128	0	0	0	127	15	50	5	5	0	50	51	119	145	180	325	0	3923998213	59259398	3546415113	2	0	161	0	0	0
1	163	163	0	1	5	163	60	30	30	50	36	56	0	2	255	1	1	0	0	0	127	15	50	4	4	0	15	51	110	52	70	212	106	2952988168	1107589761	584192004	1	0	163	0	0	0
1	164	164	0	1	5	164	100	50	50	70	86	96	0	2	90	2	2	0	0	0	127	15	50	4	4	0	15	51	110	158	160	408	107	2953004552	1107589761	584192012	1	0	163	0	0	0
1	165	165	0	1	0	165	40	20	30	55	40	80	6	2	255	1	1024	0	0	0	127	15	50	3	3	4	68	48	155	53	100	108	0	3358426113	713308801	54658080	0	0	165	0	0	0
1	166	166	0	1	0	166	55	35	50	85	55	110	6	2	90	2	2048	0	0	0	127	15	50	3	3	4	68	48	89	137	140	356	0	3358442497	713833089	2202141736	2	0	165	0	0	0
1	167	167	0	1	3	167	40	60	40	30	40	40	6	3	255	1	4	0	0	0	127	15	50	3	3	4	68	15	97	50	50	85	0	2552562688	570440200	38469664	0	0	167	0	0	0
1	168	168	0	1	0	168	70	90	70	40	60	70	6	3	90	2	8	0	0	0	127	15	50	3	3	4	68	15	97	140	110	335	0	2552579072	570440200	38470696	0	0	167	0	0	0
1	169	169	0	1	6	169	85	90	80	130	70	80	3	2	90	3	192	0	0	0	127	15	50	4	4	0	39	39	151	268	180	750	30	2684832800	1107590024	599998474	1	0	41	0	0	0
1	170	170	0	1	1	170	75	38	38	67	56	56	10	12	190	1	1	0	0	0	127	20	50	12	12	5	10	35	11	66	50	120	0	2173907012	54599170	1111621920	4	0	170	0	0	0
1	171	171	0	1	1	171	125	58	58	67	76	76	10	12	75	2	2	0	0	0	127	20	50	12	12	5	10	35	11	161	120	225	0	2173923396	54599170	1111621928	4	0	170	0	0	0
1	172	172	0	1	2	172	20	40	15	60	35	35	12	12	190	1	64	0	0	0	127	10	50	15	15	0	9	9	31	41	30	20	103	2177073152	1132469763	1113719072	0	0	172	0	0	0
1	173	173	0	1	9	173	50	25	28	15	45	55	17	17	150	1	1024	0	81	0	191	10	140	15	15	4	56	98	132	44	30	30	99	3094054404	41949735	41029924	0	0	173	0	0	0
1	174	174	0	1	9	174	90	30	15	15	40	20	0	17	170	1	1	0	0	0	191	10	50	15	15	4	56	172	132	42	30	10	0	3089860100	41949735	41029924	0	0	174	0	0	0
1	175	175	0	1	8	175	35	20	65	20	40	65	17	17	190	1	1024	0	0	0	31	10	50	15	15	4	55	32	105	49	30	15	0	2956690948	1115691559	41029920	2	0	175	0	0	0
1	176	176	0	1	8	176	55	40	85	40	80	105	17	2	75	2	2048	0	0	0	31	10	50	4	6	4	55	32	105	142	60	32	0	4030449157	1250187943	577900840	3	0	175	0	0	0
1	177	177	0	1	3	177	40	50	45	70	70	45	13	2	190	1	256	0	0	0	127	20	50	4	4	0	28	48	156	64	20	20	0	2956428296	33880705	200413472	0	0	177	0	0	0
1	178	178	0	1	3	178	65	75	70	95	95	70	13	2	75	2	320	0	0	0	127	20	50	4	4	0	28	48	156	165	150	150	0	2956444680	33880705	737284392	1	0	177	0	0	0
1	179	179	0	1	8	179	55	40	40	35	65	45	12	12	235	1	256	0	0	0	127	20	50	1	5	3	9	9	57	56	60	78	0	2177597440	50338307	37880096	0	0	179	0	0	0
1	180	180	0	1	9	180	70	55	55	45	80	60	12	12	120	2	512	0	0	0	127	20	50	1	5	3	9	9	57	128	80	133	0	3251339265	58727939	2185363744	2	0	179	0	0	0
1	181	181	0	1	2	181	90	75	85	55	115	90	12	12	45	3	768	0	0	0	127	20	50	1	5	3	9	9	57	255	140	615	0	3251355649	126361091	2185625896	10	0	179	0	0	0
1	182	182	0	1	3	182	75	80	95	50	90	100	11	11	45	3	3072	0	0	0	127	20	50	7	7	3	34	34	131	245	40	58	0	2151499040	177216008	308413480	0	0	43	0	0	0
1	183	183	0	1	1	183	70	20	50	40	20	50	10	17	190	2	2	0	0	0	127	10	50	2	6	4	47	37	157	88	40	85	125	3359879749	42015232	3261202432	6	0	183	0	0	0
1	184	184	0	1	1	184	100	50	80	50	60	80	10	17	75	3	3	0	0	0	127	10	50	2	6	4	47	37	157	210	80	285	126	3359896133	42539520	3261464584	6	0	183	0	0	0
1	185	185	0	1	5	185	70	100	115	30	30	65	5	5	65	2	32	0	0	0	127	20	50	10	10	0	5	69	155	144	120	380	93	3389066249	2189441872	2185664592	2	0	185	0	0	0
1	186	186	0	1	3	186	90	75	75	70	90	100	10	10	45	3	3072	0	221	0	127	20	50	2	2	3	11	6	2	250	110	339	0	3657658437	42547712	3259367434	6	0	60	0	0	0
1	187	187	0	1	9	187	35	35	40	50	35	55	11	2	255	1	1024	0	0	0	127	20	50	6	7	3	34	102	151	50	40	5	0	2150958336	34609793	56759328	0	0	187	0	0	0
1	188	188	0	1	3	188	55	45	50	80	45	65	11	2	120	2	128	0	0	0	127	20	50	6	7	3	34	102	151	119	60	10	0	2150958336	34609793	56759328	0	0	187	0	0	0
1	189	189	0	1	1	189	75	55	70	110	55	95	11	2	45	3	192	0	0	0	127	20	50	6	7	3	34	102	151	230	80	30	0	2150974720	34609793	56759336	0	0	187	0	0	0
1	190	190	0	1	6	190	55	70	55	85	40	55	0	0	45	1	64	0	0	0	127	20	50	5	5	4	50	53	92	72	80	115	63	3991080453	1115699842	2473722115	2	0	190	0	0	0
1	191	191	0	1	2	191	30	30	30	30	30	30	11	11	235	1	256	0	0	0	127	20	50	7	7	3	34	94	48	36	30	18	0	2150466816	34609672	308412448	0	0	191	0	0	0
1	192	192	0	1	2	192	75	75	55	30	105	85	11	11	120	2	512	0	0	0	127	20	50	7	7	3	34	94	48	149	80	85	0	2150483200	34609672	308413480	0	0	191	0	0	0
1	193	193	0	1	0	193	65	65	45	95	75	45	6	2	75	1	64	0	265	0	127	20	50	3	3	0	3	14	119	78	120	380	0	2955215872	570718848	55706656	1	0	193	0	0	0
1	194	194	0	1	1	194	55	45	45	15	25	25	10	4	255	1	1	0	0	0	127	20	50	2	5	0	6	11	109	42	40	85	117	2320183396	33626648	1111883808	6	0	194	0	0	0
1	195	195	0	1	1	195	95	85	85	35	65	65	10	4	90	2	2	0	0	0	127	20	50	2	5	0	6	11	109	151	140	750	118	3393941605	42547800	3259400296	6	0	194	0	0	0
1	196	196	0	1	6	196	65	65	60	110	130	95	13	13	45	2	512	0	0	0	31	35	50	5	5	0	28	28	156	184	90	265	0	3092497928	33593857	443682856	0	0	133	0	0	0
1	197	197	0	1	4	197	95	65	110	65	60	130	16	16	45	2	2048	0	0	0	31	35	35	5	5	0	28	28	39	184	100	270	0	3091418624	33569536	307392554	0	0	133	0	0	0
1	198	198	0	1	4	198	60	85	42	91	85	42	16	2	30	1	64	0	0	0	127	20	35	4	4	3	15	105	158	81	50	21	74	2952989704	33848192	584216834	1	0	198	0	0	0
1	199	199	0	1	9	199	95	75	80	30	100	110	10	13	70	2	2048	0	221	0	127	20	50	1	2	0	12	20	144	172	200	795	0	4199281741	1254726180	3396735404	2	0	79	0	0	0
1	200	200	0	1	7	200	60	60	60	85	85	85	7	7	45	1	1024	0	0	0	127	25	35	11	11	4	26	26	26	87	70	10	72	2979204104	1392556930	173166882	0	0	200	0	0	0
1	201	201	494	28	4	201	48	72	48	48	72	48	13	13	225	2	260	0	0	0	255	40	50	15	15	0	26	26	26	118	50	50	114	0	0	0	0	0	201	0	0	0
1	202	202	0	1	1	202	190	33	58	33	33	58	13	13	45	2	2	0	0	0	127	20	50	11	11	0	23	23	140	142	130	285	0	524288	0	0	0	0	202	0	0	0
1	203	203	0	1	2	203	70	80	65	85	90	65	0	13	60	2	512	0	0	0	127	20	50	5	5	0	39	48	157	159	150	415	121	3016984072	1125169667	2322993444	2	0	203	0	0	0
1	204	204	0	1	7	204	50	65	90	15	35	35	6	6	190	1	16	0	0	0	127	20	50	3	3	0	5	5	142	58	60	72	0	2317714432	2717915729	2185658882	2	0	204	0	0	0
1	205	205	0	1	6	205	75	90	140	40	60	60	6	8	75	2	32	0	0	0	127	20	50	3	3	0	5	5	142	163	120	1258	0	2317730816	2717916753	2252767770	2	0	204	0	0	0
1	206	206	0	1	2	206	100	70	70	45	65	65	0	0	190	2	1	0	0	0	127	20	50	5	5	0	32	50	155	145	150	140	0	2883793932	50608742	2187238144	2	0	206	0	0	0
1	207	207	0	1	6	207	65	75	105	85	35	65	4	2	60	1	16	0	0	0	127	20	50	3	3	3	52	8	17	86	110	648	0	3393391616	44334040	2471480402	3	0	207	0	0	0
1	208	208	0	1	7	208	75	85	200	30	55	65	8	4	25	2	32	0	233	0	127	25	50	10	10	0	69	5	125	179	920	4000	35	2319535120	2248153936	2521225818	10	0	95	0	0	0
1	209	209	0	1	9	209	60	80	50	30	40	40	17	17	190	1	4	0	0	0	191	20	50	5	6	4	22	50	155	60	60	78	0	3954380437	42089263	2185634050	2	0	209	0	0	0
1	210	210	0	1	6	210	90	120	75	45	60	60	17	17	75	2	8	0	0	0	191	20	50	5	6	4	22	95	155	158	140	487	0	3958591125	42613615	2185666890	10	0	209	0	0	0
1	211	211	0	1	7	211	65	95	85	85	55	55	10	3	45	1	4	0	245	0	127	20	50	12	12	0	38	33	22	88	50	39	0	2684565604	2185304586	1112147714	4	0	211	0	0	0
1	212	212	0	1	0	212	70	130	100	65	55	80	6	8	25	2	8	0	0	0	127	25	50	3	3	0	68	101	135	175	180	1180	0	3221996544	581204624	2537751560	3	0	123	0	0	0
1	213	213	0	1	2	213	20	10	230	5	10	230	6	5	190	2	1040	43	43	0	127	20	50	3	3	3	5	82	126	177	60	205	0	2315846688	33561176	2185661040	2	0	213	0	0	0
1	214	214	0	1	1	214	80	125	75	85	40	95	6	1	45	2	8	0	0	0	127	25	50	3	3	5	68	62	153	175	150	540	62	3389212545	44579520	2454094921	2	0	214	0	0	0
1	215	215	0	1	4	215	55	95	55	115	35	75	16	14	60	1	64	0	217	0	127	20	35	5	5	3	39	51	124	86	90	280	144	3963829321	44055425	3529208963	2	0	215	0	0	0
1	216	216	0	1	5	216	60	80	50	40	50	50	0	0	120	1	4	0	0	0	127	20	50	5	5	0	53	95	118	66	60	88	0	3389197969	41958336	2454094851	2	0	216	0	0	0
1	217	217	0	1	5	217	90	130	75	55	75	75	0	0	60	2	8	0	0	0	127	20	50	5	5	0	62	95	127	175	180	1258	0	3389214353	42482624	2454095051	10	0	216	0	0	0
1	218	218	0	1	0	218	40	40	40	20	70	40	9	9	190	1	256	0	0	0	127	20	50	11	11	0	40	49	133	50	70	350	0	2147582976	302127733	37912576	2	0	218	0	0	0
1	219	219	0	1	0	219	60	50	120	30	90	80	9	5	75	2	32	0	0	0	127	20	50	11	11	0	40	49	133	151	80	550	0	2183250944	2449611381	2185661016	2	0	218	0	0	0
1	220	220	0	1	5	220	50	50	40	50	30	30	14	4	225	1	4	0	0	0	127	20	50	5	5	5	12	81	47	50	40	65	0	2315497552	33561169	2185660544	2	0	220	0	0	0
1	221	221	0	1	5	221	100	100	80	50	60	60	14	4	75	2	5	0	0	0	127	20	50	5	5	5	12	81	47	158	110	558	0	2315513936	33561169	2185660616	2	0	220	0	0	0
1	222	222	0	1	9	222	65	55	95	35	65	95	10	5	60	2	1040	0	238	0	191	20	50	2	9	4	55	30	144	144	60	50	0	3121329228	2185304657	3259402320	2	0	222	0	0	0
1	223	223	0	1	7	223	35	65	35	65	65	35	10	10	190	1	256	0	0	0	127	20	50	2	12	0	55	97	141	60	60	120	132	2416145668	54606372	1111621888	4	0	223	0	0	0
1	224	224	0	1	0	224	75	105	75	45	105	75	10	10	75	2	260	0	0	0	127	20	50	2	12	0	21	97	141	168	90	285	133	2416145668	55654956	1178730762	4	0	223	0	0	0
1	225	225	0	1	0	225	45	55	45	75	65	45	14	2	45	2	64	0	0	0	127	20	50	2	5	4	72	55	15	116	90	160	0	3221434437	41974400	583139460	1	0	225	0	0	0
1	226	226	0	1	6	226	85	40	70	70	80	140	10	2	25	2	2048	0	0	0	127	25	50	2	2	5	33	11	41	170	210	2200	141	2181263684	38083264	1111916552	5	0	226	0	0	0
1	227	227	0	1	7	227	65	80	140	70	40	70	8	2	25	2	32	0	233	0	127	25	50	4	4	5	51	5	133	163	170	505	0	2147552272	33848272	918801442	3	0	227	0	0	0
1	228	228	0	1	4	228	45	60	30	65	80	50	16	9	120	1	256	0	0	0	127	20	35	5	5	5	48	18	127	66	60	108	0	2690714640	1375877932	38952962	2	0	228	0	0	0
1	229	229	0	1	4	229	75	90	50	95	110	80	16	9	45	2	512	0	0	0	127	20	35	5	5	5	48	18	127	175	140	350	0	2690731024	1375877932	2186436618	2	0	228	0	0	0
1	230	230	0	1	1	230	75	95	95	85	95	95	10	15	45	3	1284	0	235	0	127	20	50	2	14	0	33	97	6	270	180	1520	0	2147708996	104929792	1178730504	4	8	116	0	0	0
1	231	231	0	1	1	231	90	60	60	40	40	40	4	4	120	1	1	0	0	0	127	20	50	5	5	0	53	53	8	66	50	335	0	2185298960	33561168	2185660416	2	0	231	0	0	0
1	232	232	0	1	7	232	90	120	120	50	60	60	4	4	60	2	20	0	0	0	127	20	50	5	5	0	5	5	8	175	110	1200	0	2185315344	33561168	2186185304	2	0	231	0	0	0
1	233	233	0	1	0	233	85	80	90	60	105	95	0	0	45	2	512	0	0	0	255	20	50	10	10	0	36	88	148	180	60	325	0	2984473600	50342530	173150508	0	0	137	0	0	0
1	234	234	0	1	5	234	73	95	62	85	85	65	0	0	45	2	4	0	0	0	127	20	50	5	5	5	22	119	157	163	140	712	0	3018032664	51427843	173412648	0	0	234	0	0	0
1	235	235	0	1	8	235	55	20	35	75	20	45	0	0	45	2	64	0	0	0	127	20	50	5	5	4	20	101	141	88	120	580	0	0	0	0	0	0	235	0	0	0
1	236	236	0	1	6	236	35	35	35	35	35	35	1	1	75	1	4	0	0	0	0	25	50	15	15	0	62	80	72	42	70	210	0	3322087040	33569280	2185658368	2	0	236	0	0	0
1	237	237	0	1	5	237	50	95	95	70	35	110	1	1	45	2	2048	0	0	0	0	25	50	8	8	0	22	101	80	159	140	480	0	3456304768	34093712	2185658944	2	0	236	0	0	0
1	238	238	0	1	9	238	45	30	15	65	85	65	14	13	45	1	256	0	0	0	254	25	50	15	15	0	12	108	93	61	40	60	0	2953031756	1115732481	175247526	0	0	238	0	0	0
1	239	239	0	1	2	239	45	63	37	95	65	55	12	12	45	1	64	0	322	0	63	25	50	15	15	0	9	9	72	72	60	235	0	3515056129	58736130	37880096	2	0	239	0	0	0
1	240	240	0	1	0	240	45	75	37	83	70	55	9	9	45	1	64	0	323	0	63	25	50	15	15	0	49	49	72	73	70	214	0	3493921793	310524452	37879808	2	0	240	0	0	0
1	241	241	0	1	9	241	95	80	105	100	40	70	0	0	45	2	32	33	33	0	254	20	50	5	5	5	47	113	157	172	120	755	0	3823334917	42474066	3259407112	2	0	241	0	0	0
1	242	242	0	1	9	242	255	10	10	55	75	135	0	0	30	3	3	0	231	0	254	40	140	6	6	4	30	32	131	635	150	468	98	4093376077	193501814	2188810668	10	0	113	0	0	0
1	243	243	0	1	2	243	90	85	75	115	115	100	12	12	3	3	384	0	0	0	255	80	35	15	15	5	46	46	39	290	190	1780	0	2848179224	50400787	2454073640	10	0	243	0	0	0
1	244	244	0	1	5	244	115	115	85	100	90	75	9	9	3	3	9	0	0	0	255	80	35	15	15	5	46	46	39	290	210	1980	0	2825077784	302123573	2454073448	10	0	244	0	0	0
1	245	245	0	1	1	245	100	75	115	85	90	115	10	10	3	3	2064	0	0	0	255	80	35	15	15	5	46	46	39	290	200	1870	0	2822992988	37816849	1380331656	14	0	245	0	0	0
1	246	246	0	1	3	246	50	64	50	41	45	50	5	4	45	1	4	0	0	0	127	40	35	1	1	5	62	62	8	60	60	720	0	3393408000	33561424	38201426	2	0	246	0	0	0
1	247	247	0	1	7	247	70	84	70	51	65	70	5	4	45	2	8	0	0	0	127	40	35	1	1	5	61	61	61	144	120	1520	0	3393408000	33561424	38201426	2	0	246	0	0	0
1	248	248	0	1	3	248	100	134	110	61	95	100	5	16	45	3	12	0	0	0	127	40	35	1	1	5	45	45	127	300	200	2020	0	3418586135	109583350	3527862747	10	0	246	0	0	0
1	249	249	0	1	8	249	106	90	130	110	90	154	13	2	3	3	3072	0	0	0	255	120	0	15	15	5	46	46	136	340	520	2160	0	3016750172	121948819	3797291432	7	0	249	0	0	0
1	250	250	0	1	0	250	106	130	90	90	110	154	9	2	3	3	3072	0	0	0	255	120	0	15	15	5	46	46	144	340	380	1990	0	3014640664	319179447	2731938088	3	0	250	0	0	0
1	251	251	0	1	3	251	100	100	100	100	100	100	13	11	45	3	3	157	157	0	255	120	100	15	15	3	30	30	30	300	60	50	0	2956968972	1133546131	460463400	0	0	251	0	0	0
1	252	252	0	1	3	252	40	45	35	70	65	55	11	11	45	1	64	0	0	0	31	20	50	1	14	3	65	65	84	62	50	50	0	3362588417	177216192	2455929888	2	0	252	0	0	0
1	253	253	0	1	3	253	50	65	45	95	85	65	11	11	45	2	128	0	0	0	31	20	50	1	14	3	65	65	84	142	90	216	0	3429697281	179313344	2455995424	2	0	252	0	0	0
1	254	254	0	1	3	254	70	85	65	120	105	85	11	11	45	3	192	0	0	0	31	20	50	1	14	3	65	65	84	265	170	522	0	3463268115	246946496	2456257576	10	1	252	0	0	0
1	255	255	0	1	0	255	45	60	40	45	70	50	9	9	45	1	256	0	0	0	31	20	50	5	5	3	66	66	3	62	40	25	0	2281768448	302127844	2453832705	2	0	255	0	0	0
1	256	256	0	1	0	256	60	85	60	55	85	60	9	1	45	2	260	0	0	0	31	20	50	5	5	3	66	66	3	142	90	195	0	3422619265	311040740	2454356993	2	0	255	0	0	0
1	257	257	0	1	0	257	80	120	70	80	110	70	9	1	45	3	12	0	0	0	31	20	50	5	5	3	66	66	3	265	190	520	0	3458287249	311040740	2471396425	10	2	255	0	0	0
1	258	258	0	1	1	258	50	70	50	40	50	50	10	10	45	1	4	0	0	0	31	20	50	1	2	3	67	67	6	62	40	76	0	2286105156	33626688	3259138176	6	0	258	0	0	0
1	259	259	0	1	1	259	70	85	70	50	60	70	10	4	45	2	8	0	0	0	31	20	50	1	2	3	67	67	6	142	70	280	0	3393401412	42015296	3259402368	6	0	258	0	0	0
1	260	260	0	1	1	260	100	110	90	60	85	90	10	4	45	3	12	0	0	0	31	20	50	1	2	3	67	67	6	268	150	819	0	3393417941	42539584	3259402440	14	4	258	0	0	0
1	261	261	0	1	7	261	35	55	35	35	30	30	16	16	255	1	4	0	0	0	127	15	50	5	5	0	50	95	155	56	50	136	0	2822966288	1107311360	37904386	2	0	261	0	0	0
1	262	262	0	1	7	262	70	90	70	70	60	60	16	16	127	2	8	0	0	0	127	15	50	5	5	0	22	95	153	147	100	370	0	2822982672	1107311360	2185388042	2	0	261	0	0	0
1	263	263	0	1	5	263	38	30	41	60	30	41	0	0	255	1	64	17	28	0	127	15	50	5	5	0	53	82	95	56	40	175	0	2848142852	58735106	1382154496	2	0	263	0	0	0
1	264	264	0	1	8	264	78	70	61	100	50	61	0	0	90	2	128	17	29	0	127	15	50	5	5	0	53	82	95	147	50	325	0	2848159252	58735106	3529638153	2	0	263	0	0	0
1	265	265	0	1	0	265	45	45	35	20	20	30	6	6	255	1	1	151	213	0	127	15	50	3	3	0	19	19	50	56	30	36	48	0	0	0	0	0	265	0	0	0
1	266	266	0	1	8	266	50	35	55	15	25	25	6	6	120	2	32	0	0	0	127	15	50	3	3	0	61	61	61	72	60	100	49	0	0	0	0	0	265	0	0	0
1	267	267	0	1	2	267	60	70	50	65	100	50	6	2	45	3	768	0	295	0	127	15	50	3	3	0	68	68	79	198	100	284	50	2955756544	571751040	54657064	1	0	265	0	0	0
1	268	268	0	1	6	268	50	35	55	15	25	25	6	6	120	2	32	0	0	0	127	15	50	3	3	0	61	61	61	72	70	115	51	0	0	0	0	0	265	0	0	0
1	269	269	0	1	3	269	60	50	70	65	50	90	6	3	45	3	3072	0	295	0	127	15	50	3	3	0	19	19	14	193	120	316	52	2955265056	571751048	54657064	1	0	265	0	0	0
1	270	270	0	1	3	270	40	30	30	30	40	50	10	11	255	1	1024	0	219	0	127	15	50	2	7	3	33	44	20	44	50	26	0	2150053188	34683392	1113719840	0	0	270	0	0	0
1	271	271	0	1	3	271	60	50	50	50	60	70	10	11	120	2	2048	0	219	0	127	15	50	2	7	3	33	44	20	119	120	325	0	3223795012	177289728	3261203488	6	0	270	0	0	0
1	272	272	0	1	3	272	80	70	70	70	90	100	10	11	45	3	3072	0	219	0	127	15	50	2	7	3	33	44	20	240	150	550	0	3223811397	177814016	3261203496	14	0	270	0	0	0
1	273	273	0	1	5	273	40	40	50	30	30	30	11	11	255	1	16	0	271	0	127	15	50	5	7	3	34	48	124	44	50	40	0	2820998400	3257932288	39978018	2	0	273	0	0	0
1	274	274	0	1	5	274	70	70	40	60	60	40	11	16	120	2	8	0	271	0	127	15	50	5	7	3	34	48	124	119	100	280	0	3961865472	3266329408	2455958562	2	0	273	0	0	0
1	275	275	0	1	5	275	90	100	60	80	90	60	11	16	45	3	12	0	271	0	127	15	50	5	7	3	34	48	124	240	130	596	0	3961865472	3266853824	2456024106	3	0	273	0	0	0
1	276	276	0	1	1	276	40	55	30	85	30	30	0	2	200	1	64	0	0	0	127	15	50	4	4	3	62	62	113	54	30	23	0	2147681792	33847936	599916544	1	0	276	0	0	0
1	277	277	0	1	1	277	60	85	60	125	75	50	0	2	45	2	128	0	0	0	127	15	50	4	4	3	62	62	113	159	70	198	0	2147698176	33847936	599916552	1	0	276	0	0	0
1	278	278	0	1	8	278	40	30	30	85	55	30	10	2	190	1	64	0	0	0	127	20	50	2	4	0	51	93	44	54	60	95	119	2147692612	38107778	599916544	1	0	278	0	0	0
1	279	279	0	1	2	279	60	50	100	65	95	70	10	2	45	2	32	0	0	0	127	20	50	2	4	0	51	2	44	154	120	280	120	2147708996	46496386	1673658378	1	0	278	0	0	0
1	280	280	0	1	8	280	28	25	25	40	45	35	13	17	235	1	256	0	0	0	127	20	35	8	11	5	28	36	140	40	40	66	0	2962983944	327203587	175247652	0	0	280	0	0	0
1	281	281	0	1	8	281	38	35	35	50	65	55	13	17	120	2	512	0	0	0	127	20	35	8	11	5	28	36	140	97	80	202	0	2962983944	327203587	175247652	0	0	280	0	0	0
1	282	282	0	1	8	282	68	65	65	80	125	115	13	17	45	3	768	0	0	0	127	20	35	8	11	5	28	36	140	259	160	484	0	2963000328	328776451	175247660	0	0	280	0	0	0
1	283	283	0	1	1	283	40	30	32	65	50	52	6	10	200	1	64	94	0	0	127	15	50	2	3	0	33	33	44	54	50	17	0	2686923780	33634816	37883936	0	0	283	0	0	0
1	284	284	0	1	1	284	70	60	62	80	100	82	6	2	75	2	1280	0	222	0	127	15	50	2	3	0	22	22	127	159	80	36	0	2686940164	571816576	54661160	1	0	283	0	0	0
1	285	285	0	1	5	285	60	40	60	35	40	60	11	11	255	1	1	86	87	0	127	15	50	6	7	2	27	90	95	59	40	45	0	2150434080	170924552	39976992	0	0	285	0	0	0
1	286	286	0	1	3	286	60	130	80	70	60	60	11	1	90	2	8	86	87	0	127	15	50	6	7	2	27	90	101	161	120	392	0	3295496065	179837512	2455929960	2	0	285	0	0	0
1	287	287	0	1	5	287	60	60	60	30	35	35	0	0	255	1	1	0	0	0	127	15	50	5	5	5	54	54	54	56	80	240	0	3785569925	41949926	2453831681	2	0	287	0	0	0
1	288	288	0	1	8	288	80	80	80	90	55	55	0	0	120	2	128	0	0	0	127	15	50	5	5	5	72	72	72	154	140	465	0	3886235285	42474214	2454093825	10	0	287	0	0	0
1	289	289	0	1	5	289	150	160	100	100	95	65	0	0	45	3	3	0	0	0	127	15	50	5	5	5	54	54	54	285	200	1305	0	3886251669	42474214	2454093833	10	0	287	0	0	0
